X,Y,Z,Name,Organisme,Adresse,Ville,Province,Code_postal,Localisation_de_l_amiante,Source,L__gislation,Cat__gorie,Latitude__y_,Longitude__x_,Code postal,amiante,gislation,gorie
-70.445733,45.932103,0,Armstrong,,999 Route 173,Saint-Theophile,Québec,G0M 2A0,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.932103,-70.445733,G0M 2A0,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-71.31002,46.767318,0,Location,,3229Chemin Des Quatre-Bourgeois,Sainte-Foy,Québec,G1W 0C1,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,46.767318,-71.31002,G1W 0C1,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-74.128241,45.255436,0,Location,,63 Rue Champlain,Salaberry-de-Valleyfield,Québec,J6T 1W4,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.255436,-74.128241,J6T 1W4,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-66.383251,50.21897,0,Édifice Jos-Hébert,,701 Boul. Laure,Sept-Îles,Québec,G4R 1X8,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,50.21897,-66.383251,G4R 1X8,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-72.713936,46.49576,0,Édifice Du Gouvernement Du Canada - Centre De Données Fiscal,,4695 12E Avenue,Shawinigan,Québec,G9N 7V9,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,46.49576,-72.713936,G9N 7V9,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-71.895185,45.399376,0,Place De La Cité,,50 Place De La Cité Bureau 212 C. P. 162,Sherbrooke,Québec,J1H 4G9,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.399376,-71.895185,J1H 4G9,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-71.895185,45.399376,0,Édifice Du Gouvernement Du Canada,,50Place De La Cité,Sherbrooke,Québec,J1H 4G9,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.399376,-71.895185,J1H 4G9,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-71.915988,45.398496,0,Place Jacques-Cartier,,1650 Rue King Ouest,Sherbrooke,Québec,J1J 2C3,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.398496,-71.915988,J1J 2C3,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-71.963932,45.4073,0,Location,,3299 Boul. Industriel,Sherbrooke,Québec,J1L 2E9,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.4073,-71.963932,J1L 2E9,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.115428,46.046788,0,Base De Sorel - Sorel Entrepôt (Armco),,15 Rue Prince,Sorel,Québec,J3P 4J4,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,46.046788,-73.115428,J3P 4J4,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.115428,46.046788,0,Sorel - Télécommunications - Sorel Site Télécom,,15 Rue Prince,Sorel,Québec,J3P 4J4,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,46.046788,-73.115428,J3P 4J4,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-72.995985,45.076103,0,Agence Des Services Frontaliers Du Canada - Morses Line,,10 Dutch Rd,St-Armand,Québec,J0J 1T0,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.076103,-72.995985,J0J 1T0,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.067487,45.062669,0,"St-Armand /
Philipsburg. Agence Des Services Frontaliers Du Canada",,10 Route 133,St-Armand,Québec,J0J 1T0,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.062669,-73.067487,J0J 1T0,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-71.561339,45.013849,0,Hereford Road. Agence Des Services Frontaliers Du Canada,,1871 Highway 141,St-Hermenegilde,Québec,J0B 2W0,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.013849,-71.561339,J0B 2W0,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-69.752864,46.944166,0,St-Pamphile.  Agence Des Services Frontaliers Du Canada,,1123 Elgin Sud,St-Pamphile,Québec,G0R 3X0,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,46.944166,-69.752864,G0R 3X0,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-71.782001,45.104688,0,Stanhope Agence Des Services Frontaliers Du Canada,,1000 Route 147,Stanhope,Québec,J1A 2S2,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.104688,-71.782001,J1A 2S2,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-72.14197,45.005927,0,"Beebe (Stanstead
247). Agence Des Services Frontaliers Du Canada",,2 Rue Principale,Stanstead,Québec,J0B 1K0,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.005927,-72.14197,J0B 1K0,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-72.087822,45.006388,0,Stanstead 143  Agence Des Services Frontaliers Du Canada,,2 Route 55,Stanstead,Québec,J0B 3E2,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.006388,-72.087822,J0B 3E2,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-72.099072,45.005945,0,Stanstead 55. Agence Des Services Frontaliers Du Canada,,226 Rue Dufferin,Stanstead,Québec,J0B 3E5,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.005945,-72.099072,J0B 3E5,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-74.507685,45.001817,0,Dundee. Agence Des Services Frontaliers Du Canada,,8750 Route 132,Ste-Agnes-de-Dundee,Québec,J0S 1L0,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.001817,-74.507685,J0S 1L0,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-69.714866,48.142939,0,"Location.  Parc Marin Du Saguenay–Saint-Laurent
Parcs Canada ",,182 Rue De L'Eglise,Tadoussac,Québec,G0T 2A0,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,48.142939,-69.714866,G0T 2A0,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-72.539783,46.34163,0,Complexe Le Bourg Du Fleuve. Service Correctionnel Du Canada,,25-55 Boul. Des Forges,Trois-Rivières,Québec,G9A 2G4,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,46.34163,-72.539783,G9A 2G4,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-72.549938,46.336103,0,Location. Agence Du Revenu Du Canada. Bureau Des Services Fiscaux Du Centre-Et-Sud-Du-Québec,,2250 Rue Saint-Olivier,Trois-Rivières,Québec,G9A 4E9,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,46.336103,-72.549938,G9A 4E9,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-71.93647,45.771789,0,Service Canada,,309 Rue Chassé,Val-des-Sources,Québec,J1T 2B4,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.771789,-71.93647,J1T 2B4,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-73.587479,45.48556,0,4225 Boulevard Dorchester Ouest.  Gendarmerie Royale Du Canada,,4225 Boul. Dorchester Ouest,Westmount,Québec,H3Z 1V5,ND,"Inventaire national de l'amiante dans les immeubles fédéraux  
https://www.tpsgc-pwgsc.gc.ca/biens-property/ami-asb/index-fra.html",Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral,45.48556,-73.587479,H3Z 1V5,ND,Partie 2 du Code canadien du travail et le Règlement canadien sur la santé et la sécurité du travail,Services gouv. du fédéral
-71.636844,48.561102,0,Direction Régionale Du Saguenay–Lac-Saint-Jean,MAPAQ,801 Chemin du Pont-Taché,Alma,Québec,G8B 5B7,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.561102,-71.636844,G8B 5B7,ND,LSST RSST et CSTC,Services gouv. du provincial
-71.63585,48.563502,0,Palais De Justice,,851 Chemin Du Pont Taché,Alma,Québec,G8B 5B7,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.563502,-71.63585,G8B 5B7,ND,LSST RSST et CSTC,Services gouv. du provincial
-71.654625,48.549713,0,Palais De Justice,,725 Rue Harvey,Alma,Québec,G8B 1P5,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.549713,-71.654625,G8B 1P5,ND,LSST RSST et CSTC,Services gouv. du provincial
-71.657309,48.514096,0,Poste De La Sureté Du Québec,,2775 Avenue Du Pont,Alma,Québec,G8B 5V2,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.514096,-71.657309,G8B 5V2,ND,LSST RSST et CSTC,Services gouv. du provincial
-78.110068,48.560453,0,Société Québécoise Des Infrastructures,,862 Route 111,Amos,Québec,J9T 2K4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.560453,-78.110068,J9T 2K4,ND,LSST RSST et CSTC,Services gouv. du provincial
-78.12415,48.579454,0,Ministère Des Transports Et De La Mobilité Durable - Bureau De La Direction Générale Mauricie-Centre-Du-Québec,,891 3E Rue,Amos,Québec,J9T 2T4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.579454,-78.12415,J9T 2T4,ND,LSST RSST et CSTC,Services gouv. du provincial
-78.12413,48.578687,0,Ministère De La Sécurité Publique Centre De Détention,,851 3E Rue,Amos,Québec,J9T 2T4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.578687,-78.12413,J9T 2T4,ND,LSST RSST et CSTC,Services gouv. du provincial
-67.418818,48.470388,0,Poste De La Sureté Du Québec,,155 Avenue Gaétan-Archambault,Amqui,Québec,G5J 2K7,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.470388,-67.418818,G5J 2K7,ND,LSST RSST et CSTC,Services gouv. du provincial
-68.154332,49.218002,0,Palais De Justice,MJQ,71 Avenue Mance,Baie-Comeau,Québec,G4Z 1N2,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,49.218002,-68.154332,G4Z 1N2,ND,LSST RSST et CSTC,Services gouv. du provincial
-68.263634,49.19429,0,Ministère De L'Agriculture Des Pêcheries Et De L'Alimentation Direction Régionale De L'Abitibi-Témiscamingue Et Du Nord Du Québec,,975 Rue Nouvel,Baie-Comeau,Québec,G5C 2C9,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,49.19429,-68.263634,G5C 2C9,ND,LSST RSST et CSTC,Services gouv. du provincial
-68.195384,49.215933,0,Ministère De L’Environnement De La Lutte Contre Les Changements Climatiques De La Faune Et Des Parcs - Direction De La Protection De La Faune De La Côte-Nord,,20 Boulevard Comeau,Baie-Comeau,Québec,G4Z 3A8,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,49.215933,-68.195384,G4Z 3A8,ND,LSST RSST et CSTC,Services gouv. du provincial
-70.513005,47.50281,0,Ministère Des Transports Et De La Mobilité Durable - Centre De Services,,1351 Boulevard Monseigneur-De Laval,Baie-Saint-Paul,Québec,G3Z 2X6,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,47.50281,-70.513005,G3Z 2X6,ND,LSST RSST et CSTC,Services gouv. du provincial
-70.768267,46.201255,0,Ministère Des Transports Et De La Mobilité Durable,,708 Boulevard Renault,Beauceville,Québec,G5X 0C4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,46.201255,-70.768267,G5X 0C4,ND,LSST RSST et CSTC,Services gouv. du provincial
-70.768267,46.201255,0,Ministère Des Transports Et De La Mobilité Durable -Direction Générale Du Service Aérien Gouvernemental,,708 Boulevard Renault,Beauceville,Québec,G5X 0C4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,46.201255,-70.768267,G5X 0C4,ND,LSST RSST et CSTC,Services gouv. du provincial
-57.188633,51.415952,0,Poste De La Sureté Du Québec,,1139 Rue Docteur Marcoux,Blanc-Sablon,Québec,G0G 1C0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,51.415952,-57.188633,G0G 1C0,ND,LSST RSST et CSTC,Services gouv. du provincial
-57.188054,51.416152,0,Poste De La Sureté Du Québec,,1141 Rue Docteur Marcoux,Blanc-Sablon,Québec,G0G 1C0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,51.416152,-57.188054,G0G 1C0,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.44982,45.569415,0,Centre De Services,MTMDQ,1 Boulevard De Mortagne,Boucherville,Québec,J4B 5K5,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.569415,-73.44982,J4B 5K5,ND,LSST RSST et CSTC,Services gouv. du provincial
-69.483358,47.905048,0,Ministère Des Transports Et De La Mobilité Durable - Centre De Services,,801 Route De L'Église,Cacouna,Québec,G0L 1G0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,47.905048,-69.483358,G0L 1G0,ND,LSST RSST et CSTC,Services gouv. du provincial
-76.600034,45.734783,0,Palais De Justice,MJQ,30 Rue John,Campbell's Bay,Québec,J0X 1K0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.734783,-76.600034,J0X 1K0,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.534202,45.384209,0,Poste De La Sureté Du Québec,,55 Chemin Saint-François-Xavier,Candiac,Québec,J5R 4V4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.384209,-73.534202,J5R 4V4,ND,LSST RSST et CSTC,Services gouv. du provincial
-61.86397,47.378922,0,Ministère Des Transports Et De La Mobilité Durable,,285 Chemin Principal,Cap-aux-Meules,Québec,G4T 1R8,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,47.378922,-61.86397,G4T 1R8,ND,LSST RSST et CSTC,Services gouv. du provincial
-61.872368,47.366748,0,Poste De La Sureté Du Québec,,70 Chemin de Gros-Cap,Cap-aux-Meules,Québec,G4T 1K8,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,47.366748,-61.872368,G4T 1K8,ND,LSST RSST et CSTC,Services gouv. du provincial
-61.872835,47.368425,0,Directeur De L'État Civil,,120 Chemin de Gros-Cap,Cap-aux-Meules,Québec,G4T 1K8,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,47.368425,-61.872835,G4T 1K8,ND,LSST RSST et CSTC,Services gouv. du provincial
-71.799892,46.675929,0,Ministère Des Transports Et De La Mobilité Durable - Centre De Services,,433 Route 138,Cap-Santé,Québec,G0A 1L0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,46.675929,-71.799892,G0A 1L0,ND,LSST RSST et CSTC,Services gouv. du provincial
-64.621609,48.359045,0,Poste De La Sureté Du Québec,,323 Boulevard Pabos,Chandler,Québec,G0C 2H0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.359045,-64.621609,G0C 2H0,ND,LSST RSST et CSTC,Services gouv. du provincial
-74.370066,49.913555,0,Poste De La Sureté Du Québec,MSP,133 Rue Dubuc,Chibougamau,Québec,G8P 2H4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,49.913555,-74.370066,G8P 2H4,ND,LSST RSST et CSTC,Services gouv. du provincial
-71.625058,45.406523,0,Ministère Des Transports Et De La Mobilité Durable,MTMDQ,460 Rue Craig,Cookshire-Eaton,Québec,J0B 1M0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.406523,-71.625058,J0B 1M0,ND,LSST RSST et CSTC,Services gouv. du provincial
-72.24123,48.877541,0,Poste De La Sureté Du Québec,,381 8E Avenue,Dolbeau-Mistassini,Québec,G8L 3E4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.877541,-72.24123,G8L 3E4,ND,LSST RSST et CSTC,Services gouv. du provincial
-72.203546,48.88935,0,Ministère De L’Environnement De La Lutte Contre Les Changements Climatiques De La Faune Et Des Parcs - Direction De La Protection De La Faune Du Saguenay-Lac St-Jean,,58 Rue Savard,Dolbeau-Mistassini,Québec,G8L 4L2,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.88935,-72.203546,G8L 4L2,ND,LSST RSST et CSTC,Services gouv. du provincial
-72.531068,45.902736,0,Ministère De L'Agriculture Des Pêcheries Et De L'Alimentation  ,,360 Boulevard Saint-Joseph,Drummondville,Québec,J2E 1C6,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.902736,-72.531068,J2E 1C6,ND,LSST RSST et CSTC,Services gouv. du provincial
-72.492187,45.880666,0,Ministère De L'Agriculture Des Pêcheries Et De L'Alimentation Direction Régionale Du Centre Du Québec,,1680 Boulevard Saint-Joseph,Drummondville,Québec,J2C 2G3,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.880666,-72.492187,J2C 2G3,ND,LSST RSST et CSTC,Services gouv. du provincial
-72.485155,45.882407,0,Office Des Personnes Handicapées Du Québec,,309 Rue Brock,Drummondville,Québec,J2B 1C5,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.882407,-72.485155,J2B 1C5,ND,LSST RSST et CSTC,Services gouv. du provincial
-69.092199,48.734935,0,Palais De Justice,,134 Route 138,Forestville,Québec,G0T 1E0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.734935,-69.092199,G0T 1E0,ND,LSST RSST et CSTC,Services gouv. du provincial
-64.487177,48.830646,0,Ministère De L’Environnement De La Lutte Contre Les Changements Climatiques De La Faune Et Des Parcs  Direction De La Protection De La Faune Saguenay Lac St-Jean,,152 Rue Jacques-Cartier,Gaspé,Québec,G4X 1M9,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.830646,-64.487177,G4X 1M9,ND,LSST RSST et CSTC,Services gouv. du provincial
-64.466086,48.823015,0,Poste De La Sureté Du Québec,,96 Montée de Sandy Beach,Gaspé,Québec,G4X 2W4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.823015,-64.466086,G4X 2W4,ND,LSST RSST et CSTC,Services gouv. du provincial
-64.490783,48.841848,0,Poste De La Sureté Du Québec,,167 Boulevard De Gaspé,Gaspé,Québec,G4X 1A4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.841848,-64.490783,G4X 1A4,ND,LSST RSST et CSTC,Services gouv. du provincial
-75.710743,45.427189,0,Ministère Des Transports Et De La Mobilité Durable - Centre De Services,,170 Rue De L'Hôtel-De-Ville,Gatineau,Québec,J8X 4C2,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.427189,-75.710743,J8X 4C2,ND,LSST RSST et CSTC,Services gouv. du provincial
-75.748492,45.42636,0,Établissement De Détention De Hull,,75 Rue Saint-Francois,Gatineau,Québec,J9A 1B4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.42636,-75.748492,J9A 1B4,ND,LSST RSST et CSTC,Services gouv. du provincial
-75.742355,45.46473,0,Ministère Des Transports Et De La Mobilité Durable - Centre De Services,,33 Rue Jean-Proulx,Gatineau,Québec,J8Z 1X1,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.46473,-75.742355,J8Z 1X1,ND,LSST RSST et CSTC,Services gouv. du provincial
-75.739212,45.467351,0,Poste De La Sureté Du Québec,,85 Rue Jean-Proulx,Gatineau,Québec,J8Z 1W2,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.467351,-75.739212,J8Z 1W2,ND,LSST RSST et CSTC,Services gouv. du provincial
-75.497786,45.537734,0,Ministère Des Transports Et De La Mobilité Durable,,1351 Rue Des Laurentides,Gatineau,Québec,J8M 1L3,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.537734,-75.497786,J8M 1L3,ND,LSST RSST et CSTC,Services gouv. du provincial
-72.722444,45.398318,0,Palais De Justice,,77 Rue Principale,Granby,Québec,J2G 9B3,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,45.398318,-72.722444,J2G 9B3,ND,LSST RSST et CSTC,Services gouv. du provincial
-64.458764,48.405967,0,Ministère Des Transports Et De La Mobilité Durable - Centre De Services,,456 Grande-Allée Est,Grande-Rivière,Québec,G0C 1V0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,48.405967,-64.458764,G0C 1V0,ND,LSST RSST et CSTC,Services gouv. du provincial
-63.606116,50.250201,0,Établissement De Détention De Saint-Jérôme,,1175 Boulevard De L'Escale,Havre-Saint-Pierre,Québec,G0G 1P0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,50.250201,-63.606116,G0G 1P0,ND,LSST RSST et CSTC,Services gouv. du provincial
-63.605932,50.250205,0,Poste De La Sureté Du Québec,,1174 Boulevard De L'Escale,Havre-Saint-Pierre,Québec,G0G 1P0,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,50.250205,-63.605932,G0G 1P0,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.45168,46.016711,0,Société Québécoise Des Infrastructures,,1163 Boulevard Manseau,Joliette,Québec,J6E 3G9,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,46.016711,-73.45168,J6E 3G9,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.441952,46.025975,0,Palais De Justice,,450 Rue Saint-Louis,Joliette,Québec,J6E 2Y8,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,46.025975,-73.441952,J6E 2Y8,ND,LSST RSST et CSTC,Services gouv. du provincial
-73.452307,46.014845,0,Ministère De L’Environnement Et De Lutte Contre Les Changements Climatiques (Point De Services Pour Les Questions Relatives À L’Eau Potable Seulement),,1160 Rue Notre-Dame,Joliette,Québec,J6E 3K4,ND,SQI Accès à l'information,LSST RSST et CSTC,Services gouv. du provincial,46.014845,-73.452307,J6E 3K4,ND,LSST RSST et CSTC,Services gouv. du provincial
