lat,lon,Z,Name,Organisme,Adresse,Ville,Province,Code_postal,Localisation_de_l_amiante,Source,L__gislation,Cat__gorie,Latitude__y_,Longitude__x_,Code postal,amiante,gislation,gorie
-73.571228,45.489571,0,Centre D'Hébergement Des Seigneurs,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,1800 rue Saint-Jacques Ouest,Montréal,Québec,H3J 2R5,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.489571,-73.571228,H3J 2R5,80%,LSST RSST et CSTC,Établissement de Santé
-73.548132,45.528379,0,Centre D'Hébergement Émilie-Gamelin,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,1440 rue Dufresne,Montréal,Québec,H2K 3J3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.528379,-73.548132,H2K 3J3,100%,LSST RSST et CSTC,Établissement de Santé
-73.564455,45.52131,0,Centre D'Hébergement Ernest-Routhier,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,2110 rue Wolfe,Montréal,Québec,H2L 4V4,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.52131,-73.564455,H2L 4V4,80%,LSST RSST et CSTC,Établissement de Santé
-73.56993,45.531305,0,Centre D'Hébergement Jean-De-La-Lande,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,4255 avenue Papineau,Montréal,Québec,H2H 2P6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.531305,-73.56993,H2H 2P6,100%,LSST RSST et CSTC,Établissement de Santé
-73.571592,45.509311,0,Centre D'Hébergement Jeanne-Mance,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,3430 rue Jeanne-Mance,Montréal,Québec,H2X 2J9,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.509311,-73.571592,H2X 2J9,100%,LSST RSST et CSTC,Établissement de Santé
-73.566377,45.482011,0,Centre D'Hébergement Louis-Riel,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,2120 rue Augustin-Cantin,Montréal,Québec,H3K 3G3,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.482011,-73.566377,H3K 3G3,80%,LSST RSST et CSTC,Établissement de Santé
-73.565994,45.534551,0,Centre D'Hébergement Paul-Bruchési,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,2225 rue Rachel Est,Montréal,Québec,H2H 1R4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.534551,-73.565994,H2H 1R4,100%,LSST RSST et CSTC,Établissement de Santé
-73.560455,45.50955,0,Centre D'Hébergement Paul-Émile-Léger,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,66 boulevard René-Lévesque Est,Montréal,Québec,H2X 1N3,50%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.50955,-73.560455,H2X 1N3,50%,LSST RSST et CSTC,Établissement de Santé
-73.60369,45.453943,0,Centre D'Hébergement Yvon-Brunet,Clinique Communautaire de Pointe St-Charles,6250 avenue Newman,Montréal,Québec,H4E 4K4,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.453943,-73.60369,H4E 4K4,80%,LSST RSST et CSTC,Établissement de Santé
-73.556841,45.478353,0,Clinique Communautaire De Pointe St-Charles,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,500 avenue Ash,Montréal,Québec,H3K 2R4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.478353,-73.556841,H3K 2R4,100%,LSST RSST et CSTC,Établissement de Santé
-73.558895,45.521015,0,CLSC De La Visitation Et Gmfu Des Faubourgs,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,1705 rue de la Visitation,Montréal,Québec,H2L 3C3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.521015,-73.558895,H2L 3C3,100%,LSST RSST et CSTC,Établissement de Santé
-73.583654,45.478759,0,CLSC De Saint-Henri,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,3833 rue Notre-Dame Ouest,Montréal,Québec,H2H 2B4,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.478759,-73.583654,H2H 2B4,80%,LSST RSST et CSTC,Établissement de Santé
-73.574015,45.536324,0,CLSC Du Plateau-Mont-Royal,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,4625 avenue De Lorimier,Montréal,Québec,H2H 1V4,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.536324,-73.574015,H2H 1V4,80%,LSST RSST et CSTC,Établissement de Santé
-73.665982,45.560648,0,CPEJ Henri-Bourassa Est,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,1161 boulevard Henri-Bourassa Est,Montréal,Québec,H2C 3K2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.560648,-73.665982,H2C 3K2,100%,LSST RSST et CSTC,Établissement de Santé
-73.665982,45.560648,0,CPEJ Henri-Bourassa Est,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,1161 boulevard Henri-Bourassa Est,Montréal,Québec,H2C 3K2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.560648,-73.665982,H2C 3K2,100%,LSST RSST et CSTC,Établissement de Santé
-73.666045,45.561253,0,CPEJ Henri-Bourassa Est,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,1165 boulevard Henri-Bourassa Est,Montréal,Québec,H2C 3K2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.561253,-73.666045,H2C 3K2,100%,LSST RSST et CSTC,Établissement de Santé
-73.666226,45.560881,0,CPEJ Henri-Bourassa Est,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,1150 boulevard Gouin Est,Montréal,Québec,H1E 6N1,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.560881,-73.666226,H1E 6N1,100%,LSST RSST et CSTC,Établissement de Santé
-73.536797,45.553841,0,CPEJ La Fontaine,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,4477 rue La Fontaine,Montréal,Québec,H1V 1P4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.553841,-73.536797,H1V 1P4,100%,LSST RSST et CSTC,Établissement de Santé
-73.622179,45.479956,0,Cprjda Décarie,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,4434 boulevard Décarie,Montréal,Québec,H4A 3P2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.479956,-73.622179,H4A 3P2,100%,LSST RSST et CSTC,Établissement de Santé
-73.648345,45.554241,0,Crd Louvain,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,950 de Louvain Est,Montréal,Québec,H2M 2E8,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.554241,-73.648345,H2M 2E8,100%,LSST RSST et CSTC,Établissement de Santé
-73.573497,45.512409,0,Crd Prince-Arthur,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,110 rue Prince-Arthur Ouest,Montréal,Québec,H2X 1S7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.512409,-73.573497,H2X 1S7,100%,LSST RSST et CSTC,Établissement de Santé
-73.573162,45.512127,0,Crd Prince-Arthur,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,3530 rue Saint-Urbain,Montréal,Québec,H2X 2N7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.512127,-73.573162,H2X 2N7,100%,LSST RSST et CSTC,Établissement de Santé
-73.638899,45.609267,0,CRDI-TSA Gouin,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,5025 boulevard Gouin Est,Montréal,Québec,H1G 1A3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.609267,-73.638899,H1G 1A3,100%,LSST RSST et CSTC,Établissement de Santé
-73.5626,45.570106,0,CRDI-TSA Marie-Bourassa,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,5695 avenue des Maronniers,Montréal,Québec,H1T 2W3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.570106,-73.5626,H1T 2W3,100%,LSST RSST et CSTC,Établissement de Santé
-73.576997,45.540461,0,Crdp Lucie-Bruneau-Laurier,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,2275 avenue Laurier Est,Montréal,Québec,H2H 2N8,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.540461,-73.576997,H2H 2N8,100%,LSST RSST et CSTC,Établissement de Santé
-73.576754,45.539394,0,Crdp Raymond-Deward-Laurier,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,2222 avenue Laurier Est,Montréal,Québec,H2H 1C4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.539394,-73.576754,H2H 1C4,100%,LSST RSST et CSTC,Établissement de Santé
-73.540269,45.662599,0,CRJDA Cité-Des-Prairies,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,12165 boulevard Saint-Jean-Baptiste,Montréal,Québec,H1C 1S4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.662599,-73.540269,H1C 1S4,100%,LSST RSST et CSTC,Établissement de Santé
-73.510108,45.589798,0,CRJDA De Beaurivage,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,1409 rue de Beaurivage,Montréal,Québec,H1L 5V3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.589798,-73.510108,H1L 5V3,100%,LSST RSST et CSTC,Établissement de Santé
-73.647056,45.553034,0,CRJDA Dominique-Savio,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,9335 rue Saint-Hubert,Montréal,Québec,H2M 1Y7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.553034,-73.647056,H2M 1Y7,100%,LSST RSST et CSTC,Établissement de Santé
-73.537092,45.599475,0,CRJDA Du Mont Saint-Antoine,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,8147 rue Sherbrooke Est,Montréal,Québec,H1L 1A7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.599475,-73.537092,H1L 1A7,100%,LSST RSST et CSTC,Établissement de Santé
-73.590192,45.524227,0,Csss Jeanne-Mance - Siège Social,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,155 boulevard Saint-Joseph Est,Montréal,Québec,H2T 1H4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.524227,-73.590192,H2T 1H4,100%,LSST RSST et CSTC,Établissement de Santé
-73.54961,45.552718,0,Foyer De Groupe Pour Jda Chambord,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,2574 boulevard Pie-IX,Montréal,Québec,H1V 2E7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.552718,-73.54961,H1V 2E7,100%,LSST RSST et CSTC,Établissement de Santé
-73.667753,45.54066,0,Foyer De Groupe Pour Jda Meilleur,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,10160 rue Meilleur,Montréal,Québec,H3L 3J8,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.54066,-73.667753,H3L 3J8,100%,LSST RSST et CSTC,Établissement de Santé
-73.62867,45.508263,0,Hôpital Et Crdp Irglm-Gustave-Gingras,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,6300 avenue Darlington,Montréal,Québec,H3S 2J4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.508263,-73.62867,H3S 2J4,100%,LSST RSST et CSTC,Établissement de Santé
-73.62941,45.506834,0,Hôpital Et Crdp Irglm-Gustave-Gingras,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,6363 chemin Hudson,Montréal,Québec,H3S 1M9,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.506834,-73.62941,H3S 1M9,100%,LSST RSST et CSTC,Établissement de Santé
-73.564071,45.526195,0,Hôpital Notre-Dame,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,1560 rue Sherbrooke Est,Montréal,Québec,H2L 4M1,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.526195,-73.564071,H2L 4M1,100%,LSST RSST et CSTC,Établissement de Santé
-73.623335,45.491178,0,Institut Universitaire De Gériatrie De Montréal,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,4565 chemin Queen-Mary,Montréal,Québec,H3W 1W5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.491178,-73.623335,H3W 1W5,100%,LSST RSST et CSTC,Établissement de Santé
-73.540683,45.588842,0,Pavillon Jean-Marc Chabot,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,3800 rue Radisson,Montréal,Québec,H1M 1X6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.588842,-73.540683,H1M 1X6,100%,LSST RSST et CSTC,Établissement de Santé
-73.529836,45.602661,0,Rac Balwin,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,3190 rue Baldwin,Montréal,Québec,H1L 5C1,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.602661,-73.529836,H1L 5C1,80%,LSST RSST et CSTC,Établissement de Santé
-73.634121,45.546174,0,Résidence - Rue De Liège Est,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,600 rue de Liège Est,Montréal,Québec,H2P 1K3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.546174,-73.634121,H2P 1K3,100%,LSST RSST et CSTC,Établissement de Santé
-73.587055,45.629693,0,Résidence Communautaire - Boulevard Armand-Bombardier,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,11625 boulevard Armand-Bombardier,Montréal,Québec,H1E 4H8,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.629693,-73.587055,H1E 4H8,80%,LSST RSST et CSTC,Établissement de Santé
-73.506551,45.639849,0,Résidence Communautaire - Rue Demontigny,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,11830 rue Demontigny,Montréal,Québec,H1B 1N9,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.639849,-73.506551,H1B 1N9,100%,LSST RSST et CSTC,Établissement de Santé
-73.54311,45.589471,0,Résidence Communautaire - Rue Radisson,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,4800 rue Radisson,Montréal,Québec,H1M 1X6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.589471,-73.54311,H1M 1X6,100%,LSST RSST et CSTC,Établissement de Santé
-73.597642,45.547119,0,Résidence Delorimier,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,2100 rue Saint-Zotique Est,Montréal,Québec,H2G 1J5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.547119,-73.597642,H2G 1J5,100%,LSST RSST et CSTC,Établissement de Santé
-73.580116,45.641575,0,Ri-Résidence Ramy,CIUSSS du Centre-Sud-de-L'Île-de-Montréal,12145 avenue Gaston-Maillet,Montréal,Québec,H1H 5T5,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.641575,-73.580116,H1H 5T5,80%,LSST RSST et CSTC,Établissement de Santé
-73.524543,45.598838,0,Ri-Résidenceoasis Danielle Enr.,Centre Universitaire de Santé Mcgill,2727 rue Saint-Donat,Montréal,Québec,H1L 5K6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.598838,-73.524543,H1L 5K6,100%,LSST RSST et CSTC,Établissement de Santé
-73.604897,45.473256,0,Bureaux Administratifs ,Centre Universitaire de Santé Mcgill,5252 boulevard de Maisonneuve Ouest,Montréal,Québec,H4A 3S5,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC*,Établissement de Santé,45.473256,-73.604897,H4A 3S5,80%,LSST RSST et CSTC*,Établissement de Santé
-73.662528,45.499431,0,Hôpital De Lachine,Centre Universitaire de Santé Mcgill,8300 boulevard Décarie,Montréal,Québec,H4P 2P5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.499431,-73.662528,H4P 2P5,100%,LSST RSST et CSTC,Établissement de Santé
-73.589099,45.497253,0,Hôpital Général De Montréal,Centre Universitaire de Santé Mcgill,1650 avenue Cedar,Montréal,Québec,H3G 1A4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.497253,-73.589099,H3G 1A4,100%,LSST RSST et CSTC,Établissement de Santé
-73.581312,45.508117,0,Hôpital Royal Victoria Legacy,CIUSSS de L'Est-de-L'Île-de-Montréal,687 Avenue Des Pins Ouest,Montréal,Québec,H3A 1A1,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.508117,-73.581312,H3A 1A1,100%,LSST RSST et CSTC,Établissement de Santé
-73.543739,45.667393,0,Boscoville,CIUSSS de L'Est-de-L'Île-de-Montréal,10950 boulevard Perras,Montréal,Québec,H1C 1B3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC*,Établissement de Santé,45.667393,-73.543739,H1C 1B3,100%,LSST RSST et CSTC*,Établissement de Santé
-73.558812,45.542646,0,Centre D'Hébergement J.-Henri-Charbonneau,CIUSSS de L'Est-de-L'Île-de-Montréal,3095 rue Sherbrooke Est,Montréal,Québec,H1W 1B2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.542646,-73.558812,H1W 1B2,100%,LSST RSST et CSTC,Établissement de Santé
-73.551005,45.572993,0,CHSLD Benjamin-Victor-Rousselot,CIUSSS de L'Est-de-L'Île-de-Montréal,5655 rue Sherbrooke Est,Montréal,Québec,H1N 1A4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.572993,-73.551005,H1N 1A4,100%,LSST RSST et CSTC,Établissement de Santé
-73.610599,45.562162,0,CHSLD De Saint-Michel,CIUSSS de L'Est-de-L'Île-de-Montréal,3130 rue Jarry Est,Montréal,Québec,H1Z 4N8,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.562162,-73.610599,H1Z 4N8,100%,LSST RSST et CSTC,Établissement de Santé
-73.541743,45.577174,0,CHSLD Éloria-Lepage,CIUSSS de L'Est-de-L'Île-de-Montréal,3090 avenue de la Pépinière,Montréal,Québec,H1N 3N4,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.577174,-73.541743,H1N 3N4,80%,LSST RSST et CSTC,Établissement de Santé
-73.535994,45.596134,0,CHSLD Jean-Hubert-Biermans,CIUSSS de L'Est-de-L'Île-de-Montréal,7905 rue Sherbrooke Est,Montréal,Québec,H1L 1A4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.596134,-73.535994,H1L 1A4,100%,LSST RSST et CSTC,Établissement de Santé
-73.601925,45.559779,0,CHSLD Joseph-François-Perreault,CIUSSS de L'Est-de-L'Île-de-Montréal,7400 boulevard Saint-Michel,Montréal,Québec,H2A 2Z8,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.559779,-73.601925,H2A 2Z8,100%,LSST RSST et CSTC,Établissement de Santé
-73.529868,45.606531,0,CHSLD Judith-Jasmin,CIUSSS de L'Est-de-L'Île-de-Montréal,8850 rue Bisaillon,Montréal,Québec,H1K 4N2,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.606531,-73.529868,H1K 4N2,80%,LSST RSST et CSTC,Établissement de Santé
-73.575862,45.57335,0,CHSLD Marie-Rollet,CIUSSS de L'Est-de-L'Île-de-Montréal,5003 rue Saint-Zotique Est,Montréal,Québec,H1T 1N6,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.57335,-73.575862,H1T 1N6,80%,LSST RSST et CSTC,Établissement de Santé
-73.548696,45.54768,0,CHSLD Nicolet,CIUSSS de L'Est-de-L'Île-de-Montréal,2300 rue Nicolet,Montréal,Québec,H1W 3L4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.54768,-73.548696,H1W 3L4,100%,LSST RSST et CSTC,Établissement de Santé
-73.535375,45.600796,0,CHSLD Pierre-Joseph-Triest,CIUSSS de L'Est-de-L'Île-de-Montréal,4900 boulevard Lapointe,Montréal,Québec,H1K 4W9,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.600796,-73.535375,H1K 4W9,80%,LSST RSST et CSTC,Établissement de Santé
-73.574259,45.581062,0,CHSLD Polonais Marie-Curie-Sklodowska,CIUSSS de L'Est-de-L'Île-de-Montréal,5655 rue Bélanger,Montréal,Québec,H1T 1G2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.581062,-73.574259,H1T 1G2,100%,LSST RSST et CSTC,Établissement de Santé
-73.578963,45.557559,0,CHSLD Robert-Cliche,CIUSSS de L'Est-de-L'Île-de-Montréal,3730 rue de Bellechasse,Montréal,Québec,H1X 3E5,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.557559,-73.578963,H1X 3E5,80%,LSST RSST et CSTC,Établissement de Santé
-73.493517,45.666869,0,CLSC De L'Est-De-Montréal,CIUSSS de L'Est-de-L'Île-de-Montréal,13950 rue Notre-Dame Est,Montréal,Québec,H1A 1T5,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.666869,-73.493517,H1A 1T5,80%,LSST RSST et CSTC,Établissement de Santé
-73.493564,45.666368,0,CLSC De L'Est-De-Montréal,CIUSSS de L'Est-de-L'Île-de-Montréal,13926 rue Notre-Dame Est,Montréal,Québec,H1A 1T5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.666368,-73.493564,H1A 1T5,100%,LSST RSST et CSTC,Établissement de Santé
-73.585741,45.644652,0,CLSC De Rivière-Des-Prairies,CIUSSS de L'Est-de-L'Île-de-Montréal,8655 boulevard Perras,Montréal,Québec,H1E 4M7,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.644652,-73.585741,H1E 4M7,80%,LSST RSST et CSTC,Établissement de Santé
-73.532313,45.589092,0,Hôpital De Soins Psychiatriques De L'Est De Montréal,CIUSSS de L'Est-de-L'Île-de-Montréal,7455 rue Hochelaga,Montréal,Québec,H1N 3V2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.589092,-73.532313,H1N 3V2,100%,LSST RSST et CSTC,Établissement de Santé
-73.53033,45.589551,0,Hôpital De Soins Psychiatriques De L'Est De Montréal,CIUSSS de L'Est-de-L'Île-de-Montréal,7401 rue Hochelaga,Montréal,Québec,H1N 3M5,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.589551,-73.53033,H1N 3M5,100%,LSST RSST et CSTC,Établissement de Santé
-73.530734,45.589494,0,Hôpital De Soins Psychiatriques De L'Est De Montréal,CIUSSS de L'Est-de-L'Île-de-Montréal,7331 rue Hochelaga,Montréal,Québec,H1N 3V2,50%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.589494,-73.530734,H1N 3V2,50%,LSST RSST et CSTC,Établissement de Santé
-73.558455,45.574113,0,Hôpital Maisonneuve-Rosemont,CIUSSS de L'Est-de-L'Île-de-Montréal,5415 boulevard de l'Assomption,Montréal,Québec,H1T 2M4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.574113,-73.558455,H1T 2M4,100%,LSST RSST et CSTC,Établissement de Santé
-73.558464,45.574216,0,Hôpital Maisonneuve-Rosemont,CIUSSS de L'Est-de-L'Île-de-Montréal,5305 boulevard de l'Assomption,Montréal,Québec,H1T 0B4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.574216,-73.558464,H1T 0B4,100%,LSST RSST et CSTC,Établissement de Santé
-73.556008,45.574183,0,Hôpital Maisonneuve-Rosemont,CIUSSS de L'Est-de-L'Île-de-Montréal,5345 boulevard de l'Assomption,Montréal,Québec,H1T 4B3,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.574183,-73.556008,H1T 4B3,80%,LSST RSST et CSTC,Établissement de Santé
-73.558464,45.574216,0,Hôpital Maisonneuve-Rosemont,Hôpital Santa Cabrini,5305 boulevard de l'Assomption,Montréal,Québec,H1T 0B4,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.574216,-73.558464,H1T 0B4,100%,LSST RSST et CSTC,Établissement de Santé
-73.573475,45.580126,0,Hôpital Santa Cabrini,Hôpital Santa Cabrini,6887 rue Chatelain,Montréal,Québec,H1T 3X7,80%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.580126,-73.573475,H1T 3X7,80%,LSST RSST et CSTC,Établissement de Santé
-73.571591,45.579696,0,Hôpital Santa Cabrini,CIUSSS de L'Est-de-L'Île-de-Montréal,5655 rue Saint-Zotique Est,Montréal,Québec,H1T 1P7,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.579696,-73.571591,H1T 1P7,100%,LSST RSST et CSTC,Établissement de Santé
-73.56189,45.577398,0,Pavillon Rosemont,CIUSSS de L'Est-de-L'Île-de-Montréal,5689 boulevard Rosemont,Montréal,Québec,H1T 2H1,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.577398,-73.56189,H1T 2H1,100%,LSST RSST et CSTC,Établissement de Santé
-73.564623,45.58862,0,Résidence - Rue Pierre Gaulin,CIUSSS de L'Est-de-L'Île-de-Montréal,6545-6547 rue Pierre-Gaulin,Montréal,Québec,H1M 2V2,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.58862,-73.564623,H1M 2V2,100%,LSST RSST et CSTC,Établissement de Santé
-73.609051,45.595411,0,Résidence Couture,Institut de Cardiologie de Montréal,5630 boulevard Couture,Montréal,Québec,H1R 1E3,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC,Établissement de Santé,45.595411,-73.609051,H1R 1E3,100%,LSST RSST et CSTC,Établissement de Santé
-73.57484,45.574609,0,Centre E.P.I.C - Institut De Cardiologie De Montréal,Institut de Cardiologie de Montréal,5055 rue Saint-Zotique,Montréal,Québec,H1T 1N6,100%,Demande d'accès à l'information MSSS 2024,LSST RSST et CSTC*,Établissement de Santé,45.574609,-73.57484,H1T 1N6,100%,LSST RSST et CSTC*,Établissement de Santé
